5409;BARBEIRO;45878;50;C.C CLAYTON;BELEZA;D
5411;MERCADO;45878;100;C.C CLAYTON;MERCADO;D
5410;MERCADO;45878;165,8;C.C CLAYTON;MERCADO;D
5407;GUI;45877;430;C.C CLAYTON;IMPOSTOS E TAXAS;D
5408;ENTRADA JAQUELINE FUNDACRED;45877;890;C.C CLAYTON;OUTROS;D
5406;SALARIO CLAYTON;45877;15557,07;SALÁRIO - CLAYTON;C.C CLAYTON;E
5405;RENEG ITAU;45876;560;C.C CLAYTON;RENEG. ITAÚ (CLAYTON);D
5401;JUROS;45870;77,84;C.C CLAYTON;JUROS LIMITE;D
5403;MULLTA;45870;150;C.C CLAYTON;IMPOSTOS E TAXAS;D
5400;RFB ATRASADAO;45870;550,97;C.C CLAYTON;IMPOSTOS E TAXAS;D
5402;ALUGUEL;45870;2394,31;C.C CLAYTON;CASA;D
5399;SALARIO JAQUE;45870;2700;SALÁRIO - CONJUGE;C.C CLAYTON;E
5398;CASA RIO;45863;566,39;C.C CLAYTON;CASA;D
5396;PADARIA;45858;438;C.C CLAYTON;MERCADO;D
5389;CARTAO BRADESCO;45857;1,43;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5388;FATURA BMG;45857;51,27;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5391;FATURA RIACHUELO;45857;71,09;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5385;IPTU SUMARE ;45857;89,1;C.C CLAYTON;CASA;D
5382;INTERNET;45857;143,19;C.C CLAYTON;INTERNET;D
5387;FATURA PAN;45857;227,06;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5392;CONDOMINIO PARCELA 4/6;45857;299,1;C.C CLAYTON;CASA;D
5386;VAN STEVEN;45857;335;C.C CLAYTON;EDUCAÇÃO;D
5394;MERCADO;45857;361,69;C.C CLAYTON;MERCADO;D
5383;LUZ;45857;396,32;C.C CLAYTON;LUZ;D
5384;CARTAO NUBANK;45857;458,3;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5395;IMPOSTOS ATRASADOS;45857;713;C.C CLAYTON;IMPOSTOS E TAXAS;D
5393;CONDOMINIO;45857;907,59;C.C CLAYTON;CASA;D
5381;CARTAO CRED;45857;9014,34;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5380;PIA CASA;45854;150;C.C CLAYTON;CASA;D
5379;MERCADO;45854;354;C.C CLAYTON;MERCADO;D
5378;TAXA PREF;45854;451;C.C CLAYTON;IMPOSTOS E TAXAS;D
5377;GASOLINA;45853;731,03;C.C CLAYTON;TRANSPORTE;D
5376;MERCADO;45852;677,91;C.C CLAYTON;MERCADO;D
5375;GASOLINA;45850;200;C.C CLAYTON;TRANSPORTE;D
5374;BELEZA E CARRO;45850;240;C.C CLAYTON;BELEZA;D
5373;CELULAR MAE;45849;50;C.C CLAYTON;CELULAR;D
5372;MERCADO;45849;120;C.C CLAYTON;MERCADO;D
5369;GASOLINA;45848;50;C.C CLAYTON;TRANSPORTE;D
5371;GUILHERME;45848;250;C.C CLAYTON;IMPOSTOS E TAXAS;D
5370;MERCADO;45848;366;C.C CLAYTON;MERCADO;D
5368;SALARIO CLAYTON;45848;15842;SALÁRIO - CLAYTON;C.C CLAYTON;E
5367;IFOOD;45843;70;C.C CLAYTON;MERCADO;D
5366;MERCADO;45843;110;C.C CLAYTON;MERCADO;D
5365;EMPRESTIMO 2/36;45843;600;C.C CLAYTON;RENEG. ITAÚ (CLAYTON);D
5364;SALARIO JAQUELINE;45843;2000;SALÁRIO - CONJUGE;C.C CLAYTON;E
5363;MERCADO;45841;62;C.C CLAYTON;MERCADO;D
5362;CABELO JAQUELINE;45841;630;C.C CLAYTON;BELEZA;D
5360;MERCADO;45839;170;C.C CLAYTON;MERCADO;D
5361;ALUGUEL;45839;2319,31;C.C CLAYTON;CASA;D
5358;MERCADO;45836;300;C.C CLAYTON;MERCADO;D
5359;IMPOSTO RFB PARCELA;45836;545,4;C.C CLAYTON;IMPOSTOS E TAXAS;D
5357;PADARIA;45835;40;C.C CLAYTON;MERCADO;D
5355;OUTROS;45835;100;C.C CLAYTON;OUTROS;D
5353;MERCADO;45835;130;C.C CLAYTON;MERCADO;D
5356;TANAKA 2/10;45835;500;C.C CLAYTON;OUTROS;D
5354;CASA RIO;45835;565,37;C.C CLAYTON;CASA;D
5352;CONDOMINIO RIO;45831;336;C.C CLAYTON;CASA;D
5351;MERCADO;45830;161,53;C.C CLAYTON;MERCADO;D
5350;MERCADO;45828;170;C.C CLAYTON;MERCADO;D
5348;IPTU ABR SUMARE;45827;95;C.C CLAYTON;CASA;D
5346;INTERNET;45827;139,9;C.C CLAYTON;INTERNET;D
5349;FUTEBOL;45827;170;C.C CLAYTON;SAÚDE;D
5347;VAN TIVIE;45827;335;C.C CLAYTON;EDUCAÇÃO;D
5293;RIACHUELO;45826;69,01;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5345;MERCAADO;45826;100;C.C CLAYTON;MERCADO;D
5344;FARMACIA;45825;206;C.C CLAYTON;SAÚDE;D
5339;BRADESSCO;45824;25,89;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5340;BMG;45824;36,27;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5343;FARMACIA;45824;50;C.C CLAYTON;SAÚDE;D
5341;RIACHUELO;45824;69,01;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5338;CARTAO RENNER;45824;232,35;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5335;BANCO PAN CART;45824;319,33;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5336;CONTA NU;45824;335;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5342;CELESC;45824;530;C.C CLAYTON;LUZ;D
5334;RENEG IMPOSTO IRRF;45824;546;C.C CLAYTON;IMPOSTOS E TAXAS;D
5337;CARTAO CAIXA;45824;6612,41;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5333;FARMACIA E MERCADO;45823;120;C.C CLAYTON;MERCADO;D
5332;MERCADO;45822;90;C.C CLAYTON;MERCADO;D
5327;MERCADO;45822;114;C.C CLAYTON;MERCADO;D
5331;LAVACAO;45822;120;C.C CLAYTON;TRANSPORTE;D
5328;BELEZA;45822;120;C.C CLAYTON;BELEZA;D
5330;IRRF;45822;660;C.C CLAYTON;IMPOSTOS E TAXAS;D
5329;IMPOSTOS SIMPLES ;45822;1035,76;C.C CLAYTON;IMPOSTOS E TAXAS;D
5325;IPTV;45821;45;C.C CLAYTON;OUTROS;D
5323;PADARIA;45821;100;C.C CLAYTON;MERCADO;D
5326;SEM PARAR;45821;170;C.C CLAYTON;SEGUROS;D
5324;GASOLINA;45821;400;C.C CLAYTON;TRANSPORTE;D
5322;GUILHERME;45820;250;C.C CLAYTON;IMPOSTOS E TAXAS;D
5321;SALARIO CLAYTON;45820;15500;SALÁRIO - CLAYTON;C.C CLAYTON;E
5320;MERCADO;45817;103,48;C.C CLAYTON;MERCADO;D
5317;ALUGUEL SALDO;45816;141,34;TENRYU - REMUNERAÇÃO/OUTROS;C.C CLAYTON;E
5318;MERCADO;45816;200;C.C CLAYTON;MERCADO;D
5319;MERCADO;45816;360;C.C CLAYTON;MERCADO;D
5312;PADARIA;45814;50;C.C CLAYTON;MERCADO;D
5313;MERCADO;45814;170;C.C CLAYTON;MERCADO;D
5315;TENRYU EMP 1;45814;600;C.C CLAYTON;RENEG. ITAÚ (CLAYTON);D
5314;SALARIO JAQUE;45814;1471,72;SALÁRIO - CONJUGE;C.C CLAYTON;E
5310;JUROS LIMITE;45813;400;C.C CLAYTON;JUROS LIMITE;D
5311;GASOLINA;45813;403;C.C CLAYTON;TRANSPORTE;D
5404;MERADO;45810;80;C.C CLAYTON;MERCADO;D
5309;MERCADO PIZZA DA DESGRAÇADA;45809;70;C.C CLAYTON;MERCADO;D
5308;MERCADO;45809;100;C.C CLAYTON;MERCADO;D
5307;BARBEIRO;45809;100;C.C CLAYTON;BELEZA;D
5301;MERCADO;45809;140;C.C CLAYTON;MERCADO;D
5302;GASOLINA;45809;400;C.C CLAYTON;TRANSPORTE;D
5297;JAQUE PARTE 1;45809;500;SALÁRIO - CONJUGE;C.C CLAYTON;E
5304;CONDOMINIO;45809;522;C.C CLAYTON;CASA;D
5303;ALUGUEL JUN;45809;2316;C.C CLAYTON;CASA;D
5306;TANAKA;45807;500;C.C CLAYTON;OUTROS;D
5305;RFB;45807;540;C.C CLAYTON;IMPOSTOS E TAXAS;D
5300;MERCADO;45802;410;C.C CLAYTON;MERCADO;D
5299;MERCADO;45800;140;C.C CLAYTON;MERCADO;D
5298;MERCADO;45799;712;C.C CLAYTON;MERCADO;D
5296;CARRO;45796;400;C.C CLAYTON;TRANSPORTE;D
5294;MERCADO;45795;200;C.C CLAYTON;MERCADO;D
5295;SUPERMERCADO;45795;740;C.C CLAYTON;MERCADO;D
5292;MERCADO;45793;200;C.C CLAYTON;MERCADO;D
5291;GASOLINA;45792;580;C.C CLAYTON;TRANSPORTE;D
5290;MERCADO;45791;100;C.C CLAYTON;MERCADO;D
5289;FATURA BMG;45791;129,8;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5288;MERCADO;45791;295,04;C.C CLAYTON;MERCADO;D
5285;MERCADO TIVIE;45790;130;C.C CLAYTON;MERCADO;D
5287;TIVIE PASSAPORTE;45790;260;C.C CLAYTON;OUTROS;D
5286;TANAKA ACORDO 1;45790;2500;C.C CLAYTON;OUTROS;D
5284;CARTAO NEON;45789;12,79;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5279;SORVETE;45789;80;C.C CLAYTON;MERCADO;D
5280;MERCADO;45789;317,58;C.C CLAYTON;MERCADO;D
5283;CASA CAIXA;45789;546;C.C CLAYTON;CASA;D
5281;LLZ;45789;1147,95;C.C CLAYTON;CASA;D
5282;IMPOSTOS JAN FEV;45789;2056,08;C.C CLAYTON;IMPOSTOS E TAXAS;D
5278;MERCADO;45788;214,75;C.C CLAYTON;MERCADO;D
5277;MERCADO;45787;100;C.C CLAYTON;MERCADO;D
5268;IPTU SUMARE;45786;89,1;C.C CLAYTON;CASA;D
5271;SEM PARAR;45786;100;C.C CLAYTON;TRANSPORTE;D
5273;CARTAO NU;45786;124,83;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5267;INTERNET;45786;139,9;C.C CLAYTON;INTERNET;D
5269;CELULAR;45786;150;C.C CLAYTON;CELULAR;D
5261;ESCOLINHA;45786;150;C.C CLAYTON;SAÚDE;D
5259;GUILHERME;45786;250;C.C CLAYTON;IMPOSTOS E TAXAS;D
5257;PASSAPORTE JAQUE;45786;260;C.C CLAYTON;OUTROS;D
5263;CONDOMINIO MAIO PARCELA 3/6;45786;299,11;C.C CLAYTON;CASA;D
5270;MERCADO;45786;300;C.C CLAYTON;MERCADO;D
5260;VAN STEVEN;45786;335;C.C CLAYTON;EDUCAÇÃO;D
5274;FATURA RENNER;45786;415,56;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5266;CONDOMINIO ABRIL;45786;512;C.C CLAYTON;CASA;D
5275;FATURA PAN;45786;637,79;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5272;IPVA;45786;846,73;C.C CLAYTON;TRANSPORTE;D
5262;LUZ;45786;1103;C.C CLAYTON;LUZ;D
5264;CASA;45786;2888,96;C.C CLAYTON;CASA;D
5276;CARTAO CAIXA;45786;9665,73;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5265;SALARIO CLAYTON;45786;15790,14;SALÁRIO - CLAYTON;C.C CLAYTON;E
5258;EMPRESTIMO CAIXA;45786;32953,03;TENRYU - REMUNERAÇÃO/OUTROS;C.C CLAYTON;E
5256;SALARIO JAQUE;45783;400;SALÁRIO - CONJUGE;C.C CLAYTON;E
5255;CONDOMINIO;45776;608,24;C.C CLAYTON;CASA;D
5254;CASA;45775;2775,98;C.C CLAYTON;CASA;D
5248;BRADESCO;45772;36,3;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5250;RICHAUELO;45772;62,12;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5245;IPTU;45772;94;C.C CLAYTON;CASA;D
5246;INTERNET;45772;143;C.C CLAYTON;INTERNET;D
5253;FREI LUCA 2/6 - CONDOMINIO ATRASADO;45772;299,1;C.C CLAYTON;CASA;D
5247;VAN TIVIE;45772;335;C.C CLAYTON;EDUCAÇÃO;D
5249;RENNER;45772;506,76;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5244;LUZ;45772;605;C.C CLAYTON;LUZ;D
5251;PAN BMG NEON;45772;803,58;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5243;CASAS;45772;1987,14;C.C CLAYTON;CASA;D
5252;3410,46 - IMPOSTOS;45772;3410,46;C.C CLAYTON;IMPOSTOS E TAXAS;D
5242;GASOLINA;45769;435,02;C.C CLAYTON;TRANSPORTE;D
5241;OUTROS;45768;287,35;C.C CLAYTON;MERCADO;D
5240;CARTAO CAIXA;45764;10384,19;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5239;FUTEBOL ;45757;150;C.C CLAYTON;SAÚDE;D
5412;MERCADO;45757;180;C.C CLAYTON;MERCADO;D
5238;PAGAMENTO FIBER;45757;15000;SALÁRIO - CLAYTON;C.C CLAYTON;E
5236;CARTAO CREDITO NU;45755;144;C.C CLAYTON;FAT. CARTÃO DE CRÉDITO;D
5237;GUILHERME;45755;250;C.C CLAYTON;IMPOSTOS E TAXAS;D
5235;MERCADO;45753;260,56;C.C CLAYTON;MERCADO;D
5234;ATRASOS;45748;294,92;C.C CLAYTON;JUROS LIMITE;D
